bicc_number,1134845
3665291,1
120,1
114,1
85,1
78,1
70,1
69,1
67,1
65,2
60,1
55,1
49,1
48,1
47,1
44,1
41,1
40,1
38,2
37,1
36,3
35,7
34,3
33,5
32,1
31,4
30,2
29,1
28,7
27,5
26,9
25,12
24,12
23,8
22,10
21,25
20,18
19,22
18,23
17,34
16,27
15,35
14,39
13,57
12,58
11,93
10,103
9,147
8,241
7,397
6,645
5,1366
4,3907
3,17917
2,1108619
1,962
